ttest:in_transit&before_midtransit-vs-in_transit&after_midtransit,ks:in_transit-vs-out_of_transit,ttest:out_of_transit&before_midtransit-vs-out_of_transit&after_midtransit,ks:out_of_transit&before_midtransit-vs-out_of_transit&after_midtransit,kepid,ks:in_transit&before_midtransit-vs-in_transit&after_midtransit,ttest:in_transit-vs-out_of_transit,anderson:out_of_transit&before_midtransit-vs-out_of_transit&after_midtransit,anderson:in_transit&before_midtransit-vs-in_transit&after_midtransit,anderson:in_transit-vs-out_of_transit,A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF,SEDEPTH80URL,SEP,SEPUPPER,SEPLOWER,USEP,SEPREF,SEPURL,SET,SETUPPER,SETLOWER,USET,SETREF,SETURL,SHK,SIMBADNAME,SIMBADURL,SPECREF,SPECURL,STAR,STARDISCMETH,T0,T0UPPER,T0LOWER,UT0,T0REF,T0URL,T14,T14UPPER,T14LOWER,UT14,T14REF,T14URL,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,TEFFREF,TEFFURL,TIMING,TRANSIT,TRANSITREF,TRANSITURL,TREND,TT,TTUPPER,TTLOWER,UTT,TTREF,TTURL,V,VREF,VURL,VSINI,VSINIUPPER,VSINILOWER,UVSINI,VSINIREF,VSINIURL,KEPID,KDE,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
0.7483387609436796,1.056889358534738e-45,0.004995666739418204,0.82035857337362,5446285,0.39169864312374836,0.001486217686761247,0.39954922671563137,0.2958049112593075,0.0,0.098,,,,,,,,,,,,,0.7699,0.0632,0.3396,0.20140000000000002,,,,,,,,,,,,,,1,,,,,,,,,,1479.0,6.8,6.8,6.8,,,,,,,,,15.95,7.0,7.0,7.0,,,,,,,,,K00142.01,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00142.01,0.0,,,,,,0,,,0.36,0.08,0.15,0.11499999999999999,,,,,,,,,,,,,,,,,,,11.517,,,,87.09,,,,,,,11.882,,,,,,,,,142.01,11.454,13.113,,,,,,,4.521,0.019,0.153,0.086,,,0.05223302161742422,0.01233889196354971,0.01233889196354971,0.01233889196354971,estimated from radius; see EOD documentation,,,,,,,,,1.051,0.053,0.079,0.066,,,,KOI 142.01,,,,,,,,,,,KIC 5446285,,,,,10.916108342,4.875e-06,4.875e-06,4.875e-06,,,,0.3506117187949211,0.058881357354872245,0.013382126671561873,0.03613174201321706,,,,,,,,,,,,,0.038633,0.000411,0.003097,0.001754,,,0.932,0.157,0.036,0.0965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 142,,,,,,,,0.15206666666666666,0.002691666666666667,0.002691666666666667,0.002691666666666667,,,5575.0,82.0,116.0,99.0,,,,1,,,,14966.009227,0.000349,0.000349,0.000349,,,,,,,,,,,,5446285,1,K00142.01,Kepler-88 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.916108342,4.875e-06,-4.875e-06,133.009227,0.000349,-0.000349,0.7699,0.0632,-0.3396,3.6496,0.0646,-0.0646,1479.0,6.8,-6.8,3.93,0.66,-0.15,758.0,,,78.19,34.99,-11.75,302.2,,,5575.0,82.0,-116.0,4.521,0.019,-0.153,0.932,0.157,-0.036,19h24m35.54s,+40d40m09.8s,13.113,
0.9664868245421556,1.1537005652616512e-46,0.18225667122688585,0.5582630130152466,5475042,0.9548012073410977,9.677792294356698e-09,0.7457066780889182,0.8373573734697105,4.889748100642292e+304,0.0219,,,,,,,,,,,,,0.152,0.313,0.152,0.23249999999999998,,,,,,,,,,,,,,1,,,,,,,,,,159.3,12.2,12.2,12.2,,,,,,,,,5.418,0.991,0.991,0.991,,,,,,,,,K03050.01,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K03050.01,0.0,,,,,,0,,,-0.08,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,13.571,,,,88.39,,,,,,,14.046,,,,,,,,,3050.01,13.55,15.33,,,,,,,4.572,0.034,0.144,0.089,,,0.0033774626661531937,0.0020937956997031538,0.0020937956997031538,0.0020937956997031538,estimated from radius; see EOD documentation,,,,,,,,,0.917,0.074,0.111,0.0925,,,,KOI 3050.01,,,,,,,,,,,KIC 5475042,,,,,1.242639742,5.781e-06,5.781e-06,5.781e-06,,,,0.09099846136662075,0.018734977340186622,0.008029276002937125,0.013382126671561873,,,,,,,,,,,,,0.011446,0.00073,0.000432,0.0005809999999999999,,,0.818,0.164,0.07,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 3050,,,,,,,,0.07345833333333332,0.004666666666666666,0.004666666666666666,0.004666666666666666,,,5520.0,149.0,182.0,165.5,,,,1,,,,14964.88125,0.00406,0.00406,0.00406,,,,,,,,,,,,5475042,1,K03050.01,,CANDIDATE,CANDIDATE,0.892,0,0,0,0,1.242639742,5.781e-06,-5.781e-06,131.88125,0.00406,-0.00406,0.152,0.313,-0.152,1.763,0.112,-0.112,159.3,12.2,-12.2,1.02,0.21,-0.09,1487.0,,,1159.26,699.26,-311.57,16.1,1,q1_q17_dr25_tce,5520.0,149.0,-182.0,4.572,0.034,-0.144,0.818,0.164,-0.07,19h53m47.15s,+40d37m29.6s,15.33,
0.9392200893468803,6.3203038303541e-05,0.6371477966285386,0.4446907855568664,5511659,0.7618371165106647,0.00197131553904628,0.5852801993991543,0.8788900208321923,3.5578526287034376e-05,0.08,,,,,,,,,,,,,0.606,0.344,0.387,0.3655,,,,,,,,,,,,,,1,,,,,,,,,,325.4,29.9,29.9,29.9,,,,,,,,,16.44,7.5,7.5,7.5,,,,,,,,,K04541.01,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K04541.01,0.0,,,,,,0,,,0.16,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,13.775,,,,87.89,,,,,,,14.159,,,,,,,,,4541.01,13.856,15.377,,,,,,,4.318,0.137,0.1,0.11850000000000001,,,0.015825818806884787,0.0032789524883280845,0.0032789524883280845,0.0032789524883280845,estimated from radius; see EOD documentation,,,,,,,,,0.937,0.062,0.043,0.0525,,,,KOI 4541.01,,,,,,,,,,,KIC 5511659,,,,,8.5291223,8.343e-05,8.343e-05,8.343e-05,,,,0.185565489845658,0.028548536899331997,0.028548536899331997,0.028548536899331997,,,,,,,,,,,,,0.017152,0.000206,0.001712,0.000959,,,1.111,0.17,0.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 4541,,,,,,,,0.13504166666666667,0.011291666666666667,0.011291666666666667,0.011291666666666667,,,5543.0,74.0,74.0,74.0,,,,1,,,,14968.74043,0.00744,0.00744,0.00744,,,,,,,,,,,,5511659,1,K04541.01,,CANDIDATE,CANDIDATE,0.967,0,0,0,0,8.5291223,8.343e-05,-8.343e-05,135.74043,0.00744,-0.00744,0.606,0.344,-0.387,3.241,0.271,-0.271,325.4,29.9,-29.9,2.08,0.32,-0.32,911.0,,,162.94,65.49,-52.17,12.8,1,q1_q17_dr25_tce,5543.0,74.0,-74.0,4.318,0.137,-0.1,1.111,0.17,-0.17,18h53m00.29s,+40d43m23.2s,15.377,
0.4381577535711606,4.707848636753482e-05,0.3216369095892496,0.65532834854566,5552562,0.39602552373322025,0.30258434343426077,0.7843303876982665,0.41155834721786094,1.5361906101394522e-05,0.065,,,,,,,,,,,,,0.097,0.359,0.097,0.22799999999999998,,,,,,,,,,,,,,1,,,,,,,,,,205.3,16.2,16.2,16.2,,,,,,,,,10.16,1.5,1.5,1.5,,,,,,,,,K04495.01,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K04495.01,0.0,,,,,,0,,,0.08,0.25,0.3,0.275,,,,,,,,,,,,,,,,,,,13.883,,,,89.46,,,,,,,14.149,,,,,,,,,4495.01,13.797,15.466,,,,,,,4.474,0.054,0.216,0.135,,,0.009828325711068054,0.002784356874916823,0.002784356874916823,0.002784356874916823,estimated from radius; see EOD documentation,,,,,,,,,1.036,0.127,0.127,0.127,,,,KOI 4495.01,,,,,,,,,,,KIC 5552562,,,,,5.93218209,6.003e-05,6.003e-05,6.003e-05,,,,0.12400770715647336,0.037469954680373244,0.01248998489345775,0.0249799697869155,,,,,,,,,,,,,0.013028,0.000654,0.000672,0.000663,,,0.977,0.297,0.099,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 4495,,,,,,,,0.18779166666666663,0.010333333333333333,0.010333333333333333,0.010333333333333333,,,5843.0,164.0,205.0,184.5,,,,1,,,,14968.63378,0.00868,0.00868,0.00868,,,,,,,,,,,,5552562,1,K04495.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.93218209,6.003e-05,-6.003e-05,135.63378,0.00868,-0.00868,0.097,0.359,-0.097,4.507,0.248,-0.248,205.3,16.2,-16.2,1.39,0.42,-0.14,1000.0,,,235.68,211.98,-70.69,14.9,1,q1_q17_dr25_tce,5843.0,164.0,-205.0,4.474,0.054,-0.216,0.977,0.297,-0.099,19h47m05.79s,+40d47m35.8s,15.466,
0.03727561304687081,1.4350779429878632e-33,0.017211071517503954,2.367254809127585e-07,5564082,0.005059714251198951,0.023328317540346703,8.201637197001978e-06,0.00675534675711701,1.7859082018013067e+57,0.0365,,,,,,,,,,,,,0.6199,0.2962,0.3618,0.329,,,,,,,,,,,,,,1,,,,,,,,,,46.9,1.3,1.3,1.3,,,,,,,,,2.616,0.898,0.898,0.898,,,,,,,,,K06600.01,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K06600.01,0.0,,,,,,0,,,-0.44,0.3,0.26,0.28,,,,,,,,,,,,,,,,,,,9.397,,,,76.2,,,,,,,9.685,,,,,,,,,6600.01,9.368,10.715,,,,,,,4.42,0.098,0.098,0.098,,,0.0008470456639720239,0.000991179409179085,0.000991179409179085,0.000991179409179085,estimated from radius; see EOD documentation,,,,,,,,,0.884,0.125,0.078,0.1015,,,,KOI 6600.01,,,,,,,,,,,KIC 5564082,,,,,2.70581614,1.582e-05,1.582e-05,1.582e-05,,,,0.06155778268918462,0.022303544452603123,0.008029276002937125,0.015166410227770122,,,,,,,,,,,,,0.00656,0.000873,0.000271,0.000572,,,0.961,0.348,0.123,0.2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 6600,,,,,,,,0.2733333333333333,0.0065,0.0065,0.0065,,,5992.0,148.0,152.0,150.0,,,,1,,,,14965.53726,0.00449,0.00449,0.00449,,,,,,,,,,,,5564082,1,K06600.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.70581614,1.582e-05,-1.582e-05,132.53726,0.00449,-0.00449,0.6199,0.2962,-0.3618,6.56,0.156,-0.156,46.9,1.3,-1.3,0.69,0.25,-0.09,1356.0,,,799.75,836.22,-251.02,41.8,1,q1_q17_dr24_tce,5992.0,148.0,-152.0,4.42,0.098,-0.098,0.961,0.348,-0.123,19h56m27.52s,+40d44m55.0s,10.715,
0.9879410675719772,5.0654937494027935e-11,0.44246433820973263,0.600249453807131,5726910,0.8370705545391847,0.595873887577715,0.37008121350071826,0.999873150923091,471.0849335356149,0.0327,,,,,,,,,,,,,0.2234,0.2409,0.2234,0.23215,,,,,,,,,,,,,,1,,,,,,,,,,146.6,16.8,16.8,16.8,,,,,,,,,6.78,1.7,1.7,1.7,,,,,,,,,K04124.01,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K04124.01,0.0,,,,,,0,,,-0.48,0.32,0.24,0.28,,,,,,,,,,,,,,,,,,,12.852,,,,88.24,,,,,,,13.203,,,,,,,,,4124.01,12.779,14.539,,,,,,,4.364,0.169,0.268,0.21850000000000003,,,0.0054712583658563475,0.006149575459745367,0.006149575459745367,0.006149575459745367,estimated from radius; see EOD documentation,,,,,,,,,0.785,0.136,0.049,0.0925,,,,KOI 4124.01,,,,,,,,,,,KIC 5726910,,,,,2.43142974,2.587e-05,2.587e-05,2.587e-05,,,,0.1043805880381826,0.04371494712710212,0.018734977340186622,0.03122496223364437,,,,,,,,,,,,,0.011101,0.00055,0.001007,0.0007785000000000001,,,0.965,0.408,0.171,0.2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 4124,,,,,,,,0.11304166666666667,0.011458333333333334,0.011458333333333334,0.011458333333333334,,,5750.0,181.0,143.0,162.0,,,,1,,,,14966.83385,0.00866,0.00866,0.00866,,,,,,,,,,,,5726910,1,K04124.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.43142974,2.587e-05,-2.587e-05,133.83385,0.00866,-0.00866,0.2234,0.2409,-0.2234,2.713,0.275,-0.275,146.6,16.8,-16.8,1.17,0.49,-0.21,1378.0,,,852.0,1100.38,-330.47,10.7,1,q1_q17_dr24_tce,5750.0,181.0,-143.0,4.364,0.169,-0.268,0.965,0.408,-0.171,19h49m24.67s,+40d57m29.3s,14.539,
0.9167483220435686,0.0,0.5469275350097202,0.8184589770108291,5780715,0.26111127915090954,6.439040344897418e-10,0.7980746088868513,0.3245424693192903,0.0,0.0276,,,,,,,,,,,,,0.897,0.028,0.641,0.3345,,,,,,,,,,,,,,1,,,,,,,,,,732.6,9.8,9.8,9.8,,,,,,,,,5.21,2.5,2.5,2.5,,,,,,,,,K00506.01,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00506.01,0.0,,,,,,0,,,0.07,0.25,0.35,0.3,,,,,,,,,,,,,,,,,,,13.267,,,,80.09,,,,,,,13.577,,,,,,,,,506.01,13.185,14.731,,,,,,,4.476,0.04,0.229,0.1345,,,0.033534110969680134,0.020281164089501737,0.020281164089501737,0.020281164089501737,estimated from radius; see EOD documentation,,,,,,,,,1.117,0.132,0.162,0.14700000000000002,,,,KOI 506.01,,,,,,,,,,,KIC 5780715,,,,,1.583160478,8.28e-07,8.28e-07,8.28e-07,,,,0.2917303614400489,0.09367488670093312,0.0321171040117485,0.06289599535634081,,,,,,,,,,,,,0.029555,0.000722,0.00399,0.0023559999999999996,,,1.012,0.328,0.109,0.2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 506,,,,,,,,0.049729166666666665,0.0009375,0.0009375,0.0009375,,,6063.0,182.0,200.0,191.0,,,,1,,,,15002.965242,0.0004,0.0004,0.0004,,,,,,,,,,,,5780715,1,K00506.01,,CANDIDATE,CANDIDATE,0.9,0,0,0,0,1.583160478,8.28e-07,-8.28e-07,169.965242,0.0004,-0.0004,0.897,0.028,-0.641,1.1935,0.0225,-0.0225,732.6,9.8,-9.8,3.27,1.05,-0.36,1619.0,,,1625.93,1582.77,-493.93,97.7,1,q1_q17_dr25_tce,6063.0,182.0,-200.0,4.476,0.04,-0.229,1.012,0.328,-0.109,19h14m02.13s,+41d05m45.2s,14.731,
0.9926375463456314,7.839162968799753e-68,0.6558716009239025,0.6426032456177083,5794570,0.4172214234276204,2.8923857965541754e-32,0.8945894100646763,0.5237270763755799,0.0,0.0209,,,,,,,,,,,,,0.648,0.299,0.448,0.3735,,,,,,,,,,,,,,2,,,,,,,,,,109.2,6.7,6.7,6.7,,,,,,,,,5.06,2.5,2.5,2.5,,,,,,,,,K02675.02,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02675.02,0.0,,,,,,0,,,0.02,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,10.947,,,,82.64,,,,,,,11.323,,,,,,,,,2675.02,10.907,12.43,,,,,,,4.517,0.028,0.112,0.07,,,0.003146633102580239,0.001195353001289711,0.001195353001289711,0.001195353001289711,estimated from radius; see EOD documentation,,,,,,,,,0.983,0.056,0.07,0.063,,,,KOI 2675.02,,,,,,,,,,,KIC 5794570,,,,,1.116127169,3.261e-06,3.261e-06,3.261e-06,,,,0.08921417781041249,0.01248998489345775,0.004460708890520625,0.008475346891989187,,,,,,,,,,,,,0.010104,0.002561,0.00063,0.0015955,,,0.905,0.127,0.045,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 2675,,,,,,,,0.055145833333333324,0.0030291666666666666,0.0030291666666666666,0.0030291666666666666,,,5721.0,103.0,126.0,114.5,,,,1,,,,14964.84982,0.00237,0.00237,0.00237,,,,,,,,,,,,5794570,1,K02675.01,Kepler-1312 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.448321078,7.617e-06,-7.617e-06,132.49088,0.00113,-0.00113,0.614,0.3,-0.408,2.2213,0.0405,-0.0405,529.4,10.5,-10.5,2.17,0.31,-0.11,978.0,,,215.95,85.64,-37.56,55.1,1,q1_q17_dr25_tce,5721.0,103.0,-126.0,4.517,0.028,-0.112,0.905,0.127,-0.045,19h31m53.10s,+41d02m08.8s,12.43,
0.05478751843599848,7.928214823540416e-47,0.010963723886615503,0.9614298565332726,5897826,0.06644643485754642,0.10175656764253692,0.7272798332180381,0.061391808434117213,6.43391154704957e+263,0.0189,,,,,,,,,,,,,1.004,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.0,,,,,,,,,,,,2.175169,,,,,,,,,,,,K00126.02,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00126.02,0.0,,,,,,0,,,0.16,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,11.656,,,,62.52,,,,,,,11.977,,,,,,,,,126.02,11.635,13.109,,,,,,,3.999,0.196,0.084,0.14,,,0.0010315829402204586,0.0008835840410554524,0.0008835840410554524,0.0008835840410554524,estimated from radius; see EOD documentation,,,,,,,,,1.174,0.133,0.133,0.133,,,,KOI 126.02,,,,,,,,,,,KIC 5897826,,,,,0.875197345,,,,,,,0.06512634980160112,0.009813559559145374,0.015166410227770126,0.01248998489345775,,,,,,,,,,,,,0.003712,0.0,-0.0,0.0,,,1.796,0.281,0.422,0.35150000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 126,,,,,,,,0.0021666666666666666,,,,,,5855.0,117.0,117.0,117.0,,,,1,,,,14964.8135915,,,,,,,,,,,,,,,5897826,1,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,33.80364366,2.278e-05,-2.278e-05,202.259731,0.000544,-0.000544,0.023,0.088,-0.023,11.4813,0.0187,-0.0187,13494.4,26.6,-26.6,20.7,3.24,-4.86,745.0,,,72.71,32.55,-33.45,529.9,1,q1_q17_dr25_tce,5855.0,117.0,-117.0,3.999,0.196,-0.084,1.796,0.281,-0.422,19h49m54.21s,+41d06m51.4s,13.109,
0.7447215947975911,1.854207112960396e-23,0.5553837853244985,0.7616041509820102,5972334,0.956498052630802,0.007107157289628594,0.8464183956711825,0.7513135190007368,8.739707001224683e+45,0.0337,,,,,,,,,,,,,0.018,0.439,0.018,0.2285,,,,,,,,,,,,,,2,,,,,,,,,,665.4,10.9,10.9,10.9,,,,,,,,,9.131,0.5,0.5,0.5,,,,,,,,,K00191.02,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00191.02,0.0,,,,,,0,,,0.02,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,13.326,,,,89.89,,,,,,,13.732,,,,,,,,,191.02,13.25,14.991,,,,,,,4.484,0.063,0.077,0.07,,,0.017464874367569466,0.002231558255212842,0.002231558255212842,0.002231558255212842,estimated from radius; see EOD documentation,,,,,,,,,0.874,0.055,0.046,0.0505,,,,KOI 191.02,,,,,,,,,,,KIC 5972334,,,,,2.418406841,2.472e-06,2.472e-06,2.472e-06,,,,0.20073190007342812,0.020519260896394872,0.015166410227770126,0.0178428355620825,,,,,,,,,,,,,0.023206,0.000783,0.000257,0.00052,,,0.887,0.09,0.067,0.0785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 191,,,,,,,,0.08643333333333332,0.0012958333333333333,0.0012958333333333333,0.0012958333333333333,,,5422.0,108.0,108.0,108.0,,,,1,,,,14965.505587,0.000864,0.000864,0.000864,,,,,,,,,,,,5972334,1,K00191.01,Kepler-487 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,15.358767771,2.129e-06,-2.129e-06,132.385085,0.000114,-0.000114,0.487,0.016,-0.031,4.1223,0.0157,-0.0157,14638.1,20.2,-20.2,10.89,1.11,-0.82,662.0,,,45.46,14.22,-9.61,812.6,1,q1_q17_dr25_tce,5422.0,108.0,-108.0,4.484,0.063,-0.077,0.887,0.09,-0.067,19h41m08.94s,+41d13m19.0s,14.991,
0.9550523497146528,0.28098952741989086,0.4605361152896107,0.13383903872768152,6103377,0.33607744766322184,8.648792132194434e-08,0.4046504197678851,0.4871804483620769,0.1265832631752177,0.0747,,,,,,,,,,,,,0.778,0.2,0.574,0.387,,,,,,,,,,,,,,2,,,,,,,,,,268.7,31.1,31.1,31.1,,,,,,,,,11.23,5.6,5.6,5.6,,,,,,,,,K03004.02,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K03004.02,0.0,,,,,,0,,,0.16,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,13.525,,,,86.03,,,,,,,13.848,,,,,,,,,3004.02,13.489,14.935,,,,,,,4.128,0.182,0.098,0.14,,,0.023331862278161725,0.009313548720447783,0.009313548720447783,0.009313548720447783,estimated from radius; see EOD documentation,,,,,,,,,1.12,0.11,0.09,0.1,,,,KOI 3004.02,,,,,,,,,,,KIC 6103377,,,,,7.03965141,7.836e-05,7.836e-05,7.836e-05,,,,0.242662563644322,0.041038521792789745,0.049959939573831,0.045499230683310375,,,,,,,,,,,,,0.016479,0.007475,0.001798,0.0046365,,,1.513,0.256,0.313,0.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOI 3004,,,,,,,,0.130875,0.011041666666666667,0.011041666666666667,0.011041666666666667,,,5902.0,70.0,79.0,74.5,,,,1,,,,14970.41892,0.00969,0.00969,0.00969,,,,,,,,,,,,6103377,1,K03004.01,Kepler-1407 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,20.0708757,0.0004868,-0.0004868,136.9462,0.0203,-0.0203,0.643,0.306,-0.423,6.354,0.506,-0.506,405.7,35.4,-35.4,3.2,0.54,-0.66,826.0,,,110.19,47.72,-44.51,12.8,1,q1_q17_dr25_tce,5902.0,70.0,-79.0,4.128,0.182,-0.098,1.513,0.256,-0.313,18h55m46.19s,+41d28m17.8s,14.935,
